emp_title,emp_length,state,homeownership,annual_income,verified_income,delinq_2y,months_since_last_delinq,num_historical_failed_to_pay,total_debit_limit,account_never_delinq_percent,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,loan_status,balance,paid_total,paid_principal,paid_interest,paid_late_fees
owner,2,FL,RENT,120000,Not Verified,0,NA,0,78600,100,0,debt_consolidation,individual,10000,36,6.72,307.5,Current,8728.34,1533.77,1271.66,262.11,0
assistant manager,10,NY,RENT,58000,Verified,0,NA,1,13600,100,1,debt_consolidation,individual,20000,60,14.08,466.2,Current,19060.22,1856.82,939.78,893.73,23.31
,NA,MN,MORTGAGE,50000,Verified,0,63,1,3500,91.7,1,debt_consolidation,individual,10000,60,14.08,233.1,Current,9528.72,924.58,471.28,453.3,0
chef,4,FL,MORTGAGE,38000,Source Verified,0,39,0,19400,88,0,home_improvement,individual,20000,36,13.58,679.48,Current,17606.93,3023.35,2393.07,630.28,0
owner,3,SC,OWN,36785,Source Verified,0,NA,0,13500,100,0,medical,individual,15000,36,9.44,480.08,Current,13160.89,2392.53,1839.11,553.42,0
utility worker i,10,MD,OWN,40000,Verified,0,NA,0,11500,100,0,debt_consolidation,individual,33725,36,6.08,1027.21,Current,29399.71,5124.66,4325.29,799.37,0
executive secretary ,6,TX,RENT,43664,Not Verified,0,NA,0,1100,100,0,credit_card,individual,8000,36,12.62,268.09,Current,7252.48,1066.75,747.52,319.23,0
lead bartender,10,RI,MORTGAGE,50000,Verified,1,14,0,27600,86.7,0,debt_consolidation,individual,6000,36,17.47,215.33,Current,5610.44,640.17,389.56,250.61,0
rda,10,CA,RENT,35000,Not Verified,0,60,1,12300,95.2,1,other,individual,6300,36,9.44,201.64,Current,5684.46,811.52,615.54,195.98,0
applications developer,0,CA,RENT,200000,Source Verified,0,NA,0,26300,100,0,major_purchase,individual,20000,36,11.98,664.1,Current,18592.74,1978.99,1407.26,571.73,0
professor,10,MN,MORTGAGE,85000,Not Verified,0,NA,0,29300,100,0,credit_card,individual,16000,60,9.92,339.33,Current,15272.22,1109.17,727.78,381.39,0
senior business development executive,1,NV,MORTGAGE,175000,Source Verified,0,NA,0,49000,100,0,credit_card,individual,35400,36,7.96,1108.66,Current,32761.05,3310.33,2638.95,671.38,0
hris manager,10,KY,MORTGAGE,100000,Source Verified,0,NA,0,136600,100,0,credit_card,individual,40000,60,7.35,798.67,Current,37764.89,3178.35,2235.11,943.24,0
manager,10,MI,MORTGAGE,144000,Source Verified,0,NA,0,76400,100,0,credit_card,individual,40000,36,5.32,1204.6,Current,34817.92,6011.18,5182.08,829.1,0
supplier development engineer,0,AL,MORTGAGE,129000,Verified,0,NA,0,57400,100,0,debt_consolidation,individual,27575,60,17.09,686.65,Current,26062.86,3380.89,1512.14,1868.75,0
manager,1,CA,MORTGAGE,110000,Verified,0,46,0,81350,98,0,credit_card,individual,35000,60,14.08,815.85,Current,32925.98,4024.49,2074.02,1950.47,0
lab director,6,IL,RENT,81250,Not Verified,0,56,0,43700,88.2,0,debt_consolidation,individual,15000,36,6.08,456.88,Current,13464.86,1822.45,1535.14,287.31,0
enterprise sales,4,MN,MORTGAGE,91000,Source Verified,2,7,0,17200,94.9,0,debt_consolidation,individual,15500,36,6.07,472.04,Current,14313.1,1415.86,1186.9,228.96,0
"vp, business support",10,NC,MORTGAGE,82000,Verified,0,NA,0,88600,100,0,other,individual,40000,60,9.92,848.31,Current,38434.2,2500.84,1565.8,935.04,0
account manager,1,ME,MORTGAGE,85000,Verified,0,NA,0,60400,100,0,debt_consolidation,joint,26575,36,6.07,809.31,Current,25221.81,1636.55,1353.19,283.36,0
work comp specialist ,10,NC,RENT,53800,Source Verified,0,39,0,5200,90,0,debt_consolidation,individual,12000,60,17.09,298.82,Current,11341.92,1482.71,658.08,824.63,0
business intelligence developer,0,MO,MORTGAGE,72000,Verified,0,NA,0,14500,100,0,debt_consolidation,individual,28000,60,26.3,843.32,Current,27050.74,3455.11,949.26,2505.85,0
field consultant,9,IL,RENT,100000,Source Verified,0,NA,0,126900,100,0,debt_consolidation,individual,30000,36,5.32,903.45,Current,24893.36,5604.93,5106.64,498.29,0
senior activities assistant,2,VA,RENT,29000,Source Verified,0,NA,0,3000,100,0,credit_card,individual,3000,36,17.47,107.67,Current,2805.21,320.1,194.79,125.31,0
1sg,10,TN,MORTGAGE,100000,Source Verified,0,NA,0,44300,100,0,debt_consolidation,individual,25000,60,16.02,608.22,Current,24165.54,1867.2,834.46,1032.74,0
application developer 3,10,OH,MORTGAGE,98000,Not Verified,0,NA,0,50600,100,0,debt_consolidation,individual,34000,60,11.98,755.97,Current,32308.74,3001.25,1691.26,1309.99,0
senior mechanical engineer,2,MA,MORTGAGE,139000,Source Verified,0,NA,0,46000,100,0,home_improvement,individual,40000,36,5.31,1204.42,Current,37940.61,2385.24,2059.39,325.85,0
,NA,TX,RENT,29000,Not Verified,0,NA,0,25200,92.9,0,debt_consolidation,individual,11000,36,10.41,357.07,Current,10208.23,1090.3,791.77,298.53,0
teacher,10,IN,MORTGAGE,65000,Not Verified,0,52,1,9000,91.7,1,credit_card,individual,5500,36,10.9,179.81,Current,5106.89,521.12,393.11,128.01,0
computer technician,8,CA,RENT,19000,Not Verified,0,NA,0,13700,100,0,debt_consolidation,individual,7000,36,6.71,215.22,Current,6468.81,643.05,531.19,111.86,0
,10,FL,OWN,25000,Not Verified,0,NA,0,91300,100,0,debt_consolidation,individual,9000,36,6.71,276.71,Current,8086.84,1100.13,913.16,186.97,0
certified pharmacy technician,6,IL,OWN,25000,Source Verified,0,53,0,20400,91.7,0,debt_consolidation,individual,4000,36,17.09,142.8,Current,3649.26,567.4,350.74,216.66,0
is,10,FL,RENT,76000,Source Verified,0,NA,0,117400,100,0,credit_card,individual,27000,60,14.08,629.37,Current,25400.04,3146.24,1599.96,1546.28,0
owner,10,FL,RENT,34600,Verified,0,63,0,56300,92.3,0,debt_consolidation,individual,7000,36,5.32,210.81,Current,6146.09,981.52,853.91,127.61,0
director of sales and marketing,10,IL,MORTGAGE,115000,Verified,0,NA,0,52400,100,0,debt_consolidation,individual,25000,60,9.44,524.32,Current,24009.28,1612.3,990.72,621.58,0
e-commerce manager,10,CA,OWN,48000,Source Verified,0,NA,0,17800,100,0,debt_consolidation,individual,25000,36,15.05,867.25,Current,22432.24,3748.1,2567.76,1180.34,0
office manager,6,ID,OWN,36224,Verified,1,3,0,38200,95.7,0,debt_consolidation,joint,10000,36,7.97,313.23,Current,8749.43,1557.29,1250.57,306.72,0
client service representative ,1,GA,RENT,28000,Not Verified,0,NA,0,7600,100,0,debt_consolidation,joint,12000,36,17.47,430.65,Current,11484.37,849.65,515.63,334.02,0
ceo,10,NC,MORTGAGE,105000,Verified,0,NA,0,47800,100,0,debt_consolidation,joint,40000,36,9.93,1289.38,Current,36118.63,5135.45,3881.37,1254.08,0
financial management techncian,4,CT,MORTGAGE,65000,Source Verified,2,16,0,24500,98,0,credit_card,individual,24000,36,6,733.34,Current,21635.93,3044.33,2364.07,680.26,0
telecom engineer,10,CA,RENT,98000,Not Verified,0,NA,0,61300,100,0,debt_consolidation,individual,2400,36,6.08,73.1,Current,2154.38,291.59,245.62,45.97,0
president,4,NC,RENT,150000,Verified,0,NA,0,24000,100,0,debt_consolidation,individual,28000,60,18.06,711.94,Current,27115.2,2107.73,884.8,1222.93,0
police officer,7,CO,MORTGAGE,65000,Source Verified,0,65,1,5600,95,1,credit_card,individual,10000,36,5.31,301.11,Current,9226.01,897.43,773.99,123.44,0
senior sales supervisor,10,WV,MORTGAGE,95000,Source Verified,0,NA,0,60000,100,0,debt_consolidation,individual,32000,60,14.08,745.92,Current,30103.75,3679.54,1896.25,1783.29,0
manager/server,6,CA,RENT,38000,Not Verified,0,NA,0,12900,100,0,debt_consolidation,individual,8300,36,9.43,265.61,Current,7897.65,526.87,402.35,124.52,0
registered dental hygienist,8,TX,MORTGAGE,90000,Not Verified,0,70,0,23300,93.3,0,credit_card,individual,28000,36,10.91,915.5,Current,25319.99,3678.97,2680.01,998.96,0
credentialing manager,3,CA,OWN,100000,Verified,0,NA,0,87200,100,0,debt_consolidation,individual,28000,36,11.98,929.74,Current,26029.84,2770.58,1970.16,800.42,0
lead engineer,10,WA,MORTGAGE,175000,Verified,0,NA,0,220900,100,0,home_improvement,individual,36000,36,5.32,1084.14,Current,31336.13,5410.06,4663.87,746.19,0
sr project manager,10,TX,MORTGAGE,102000,Verified,1,16,0,7600,80.9,0,debt_consolidation,individual,22500,36,14.07,769.77,Current,20964.25,2318.11,1535.75,782.36,0
sales representative ,7,CA,RENT,150000,Source Verified,9,7,1,4500,59.1,1,credit_card,individual,7200,36,16.02,253.21,Current,6393.29,1290.99,806.71,484.28,0
mechanic,10,TX,OWN,60000,Verified,0,NA,1,6200,100,1,credit_card,individual,12800,60,14.08,298.37,Current,12041.49,1481.84,758.51,723.33,0
bus opertor,10,NJ,MORTGAGE,90000,Not Verified,3,8,0,18300,78.6,0,debt_consolidation,individual,8000,36,9.44,256.04,Current,7218.41,1019.96,781.59,238.37,0
federal agent,10,TX,MORTGAGE,93000,Source Verified,0,74,0,60700,97.5,0,other,individual,30000,60,13.58,691.54,Current,28931.88,2051.99,1068.12,983.87,0
branch manager ,10,NY,OWN,180000,Not Verified,0,40,0,15800,87,0,home_improvement,individual,7200,36,7.34,223.44,Current,6658.5,667.38,541.5,125.88,0
manager,6,GA,MORTGAGE,110000,Source Verified,0,81,0,10500,97,0,debt_consolidation,individual,40000,60,10.42,858.18,Current,37929.84,3421.14,2070.16,1350.98,0
server,10,GA,RENT,30000,Source Verified,0,33,0,8600,93.3,0,debt_consolidation,individual,5700,36,9.93,183.74,Current,5146.89,728.67,553.11,175.56,0
editor/marketing director,4,AZ,RENT,56000,Not Verified,0,NA,1,26900,100,1,credit_card,individual,5000,36,5.32,150.58,Current,4352.21,752.17,647.79,104.38,0
nurse practitioner,6,TX,MORTGAGE,155000,Source Verified,0,NA,0,50700,100,0,debt_consolidation,individual,16050,36,16.01,564.35,Current,15344.89,1164.39,705.11,459.28,0
vehicle inventory,4,CA,MORTGAGE,57000,Source Verified,0,NA,1,2200,100,1,home_improvement,individual,3500,36,7.96,109.62,Current,3326.62,216.14,173.38,42.76,0
cashier ,2,CT,RENT,14560,Source Verified,0,NA,0,3900,100,0,credit_card,individual,1200,36,9.43,38.41,Current,1112.38,114.6,87.62,26.98,0
group it manager,10,MN,OWN,101000,Source Verified,0,NA,0,72800,100,0,debt_consolidation,individual,27000,60,5.31,513.37,Current,25813.08,1532.15,1186.92,345.23,0
bookkeeper,10,NC,MORTGAGE,53500,Not Verified,1,9,0,45800,94.7,0,debt_consolidation,individual,12000,36,12.62,402.14,Fully Paid,0,12415.64809,12000,415.65,0
sole proprietor,10,MN,OWN,45000,Not Verified,0,NA,1,9000,100,1,home_improvement,individual,12500,36,7.34,387.91,Current,11559.92,1158.63,940.08,218.55,0
laborer,2,MN,OWN,80000,Source Verified,0,38,0,13500,88.9,0,debt_consolidation,individual,30000,36,18.06,1085.48,Current,27406.26,4356.97,2593.74,1763.23,0
truck driver,6,UT,MORTGAGE,65000,Not Verified,1,16,0,17400,97.9,0,credit_card,individual,20000,60,21.45,546.15,Current,19225.97,2160.77,774.03,1386.74,0
truck driver,10,OK,OWN,38979,Source Verified,0,NA,0,9300,100,0,debt_consolidation,individual,16000,60,14.08,372.96,Current,15051.88,1839.77,948.12,891.65,0
adjunct professor,7,NC,MORTGAGE,60000,Source Verified,0,29,0,4000,73.3,0,medical,joint,2000,36,16.02,70.34,Current,1775.9,348.14,224.1,124.04,0
director of information technology,10,FL,OWN,100000,Source Verified,1,22,0,2800,83.3,0,medical,individual,25000,60,20,662.35,Current,23729.95,3283.97,1270.05,2013.92,0
supervisor,10,IL,MORTGAGE,150000,Source Verified,0,41,0,24300,86,0,credit_card,individual,35000,60,21.45,955.75,Current,33289.3,4757.11,1710.7,3046.41,0
aircraft technician,8,GA,MORTGAGE,78000,Not Verified,0,58,0,6000,82.8,0,medical,individual,3025,36,20,112.42,Current,2704.48,555.38,320.52,234.86,0
recruiter,5,IL,RENT,12000,Not Verified,0,NA,0,13200,100,0,debt_consolidation,individual,6000,36,16.01,210.98,Current,5601.95,627.6,398.05,229.55,0
senior programmer/analyst,6,MA,MORTGAGE,107000,Not Verified,0,NA,0,28400,96.3,0,debt_consolidation,individual,20000,36,6.72,614.99,Current,17971.08,2452.49,2028.92,423.57,0
sales rep,4,CA,RENT,64000,Source Verified,0,NA,0,11500,100,0,debt_consolidation,individual,20000,60,19.03,519.15,Current,19172.64,2034.31,827.36,1206.95,0
vice president,10,OH,MORTGAGE,108000,Verified,0,NA,0,126100,96.4,0,debt_consolidation,individual,35000,60,15.05,833.57,Current,33391.61,3305.02,1608.39,1696.63,0
marketing,2,NJ,MORTGAGE,130000,Not Verified,0,NA,0,58300,100,0,debt_consolidation,individual,11000,60,7.35,219.64,Current,10229.29,1093.71,770.71,323,0
janitor ,0,CA,RENT,30000,Verified,0,NA,0,5000,100,0,debt_consolidation,individual,20975,36,18.06,758.93,Current,18691,3752.56,2284,1468.56,0
,NA,NY,RENT,13140,Verified,0,44,0,2500,66.7,0,small_business,individual,11775,36,14.08,402.9,Current,10697.26,1593.18,1077.74,515.44,0
,NA,SC,MORTGAGE,21000,Verified,0,NA,0,8000,100,0,debt_consolidation,individual,7500,36,12.61,251.3,Current,6977.07,756.54,522.93,233.61,0
assistant professor,9,PA,MORTGAGE,79700,Source Verified,1,11,0,20200,76.2,0,debt_consolidation,individual,21000,60,17.09,522.93,Current,20085.27,2041.87,914.73,1127.14,0
sergeant (e5),4,NC,RENT,56419.68,Verified,0,51,0,15100,94.4,0,debt_consolidation,individual,2500,36,15.04,86.72,Current,2331.75,258.07,168.25,89.82,0
sr project manager,10,AL,MORTGAGE,160000,Verified,0,32,0,49100,97,0,debt_consolidation,individual,28000,60,12.62,631.66,Current,26278.2,3138.67,1721.8,1416.87,0
ndt level 2 inspector,8,MI,RENT,34000,Not Verified,0,61,0,6500,71.4,0,debt_consolidation,individual,4000,36,11.99,132.84,Current,3526.26,658.87,473.74,185.13,0
,NA,NC,OWN,63000,Verified,0,NA,0,30500,100,0,home_improvement,individual,10000,36,6.08,304.59,Current,8976.56,1214.98,1023.44,191.54,0
consultant,0,CA,RENT,20000,Not Verified,0,39,0,6800,97.7,0,debt_consolidation,joint,16000,60,29.69,514.62,Current,15376.11,2443.56,623.89,1819.67,0
,NA,NC,MORTGAGE,27550,Verified,0,NA,0,4100,100,0,debt_consolidation,individual,4800,36,7.34,148.96,Current,4439,442.97,361,81.97,0
,NA,TX,OWN,17000,Verified,0,NA,0,19800,100,0,debt_consolidation,joint,18000,36,9.93,580.22,Current,16253.39,2310.95,1746.61,564.34,0
receiving clerk,10,IL,MORTGAGE,38000,Source Verified,0,NA,0,3000,100,0,medical,individual,12000,60,16.02,291.95,Current,11323.42,1438.39,676.58,761.81,0
,NA,AL,MORTGAGE,33852,Verified,0,NA,0,9000,100,0,other,individual,10000,60,21.85,275.34,Current,9789.9,575.54,210.1,350.44,15
benefit consultant,1,NY,RENT,97000,Not Verified,0,NA,0,42700,100,0,debt_consolidation,individual,18000,60,13.59,415.02,Current,16919.96,2061.51,1080.04,981.47,0
registered nurse team leader,10,OH,MORTGAGE,85441,Source Verified,0,33,0,18600,76.7,0,credit_card,individual,15000,36,10.91,490.45,Current,13564.27,1952.71,1435.73,516.98,0
technical recruiter,0,CA,RENT,75000,Not Verified,0,49,0,8200,76.5,0,credit_card,individual,6000,36,9.92,193.38,Current,5565.08,593.37,434.92,158.45,0
agent ,5,TX,MORTGAGE,60000,Source Verified,0,NA,0,47100,100,0,debt_consolidation,individual,16000,60,12.61,360.87,Current,15415.69,1060.19,584.31,475.88,0
driver,10,FL,MORTGAGE,70000,Not Verified,0,NA,0,7200,100,0,debt_consolidation,individual,15000,36,11.98,498.08,Current,13944.54,1484.26,1055.46,428.8,0
manager,5,MI,OWN,60000,Not Verified,0,NA,0,49800,100,0,credit_card,individual,25000,36,7.35,775.94,Current,22487.55,3124.18,2512.45,611.73,0
manufacturing engineer,4,AZ,MORTGAGE,106000,Not Verified,0,64,0,44700,89.5,0,credit_card,individual,22500,36,6.71,691.76,Current,20792.65,2066.89,1707.35,359.54,0
nurse,2,MA,RENT,125000,Source Verified,0,NA,0,31000,100,0,credit_card,individual,15000,36,10.91,490.45,Current,13197.14,2443.16,1802.86,640.3,0
electronic assembly ,3,NH,RENT,30000,Not Verified,0,39,1,0,91.3,1,other,individual,1500,36,10.9,49.04,Current,1392.79,145.3,107.21,38.09,0
systems integration manager,10,MA,MORTGAGE,150000,Not Verified,0,NA,0,53900,100,0,debt_consolidation,individual,33900,60,9.92,718.95,Current,32572.96,2138.17,1327.04,811.13,0
director,10,TN,OWN,30000,Source Verified,0,26,0,10600,94.1,0,home_improvement,individual,10000,60,26.3,301.19,Current,9660.96,1190.15,339.04,851.11,0
production ,3,UT,RENT,77000,Verified,0,56,2,23600,95.5,0,debt_consolidation,joint,16000,60,12.62,360.95,Current,15217.02,1421.36,782.98,638.38,0
owner ,2,PA,RENT,90000,Source Verified,0,64,0,34900,96,0,small_business,individual,25000,36,12.61,837.67,Current,23256.93,2495.5,1743.07,752.43,0
deli manager,2,IL,MORTGAGE,35000,Source Verified,0,54,0,31800,90.9,0,debt_consolidation,individual,10000,60,14.07,233.05,Current,9648.51,683.52,351.49,332.03,0
educational diagnostician,8,VA,MORTGAGE,97000,Source Verified,3,13,0,0,81,0,debt_consolidation,individual,19000,36,10.9,621.14,Current,17642.07,1851.91,1357.93,493.98,0
sales manager,10,MA,MORTGAGE,90000,Not Verified,0,25,0,16400,96.8,0,debt_consolidation,individual,15000,60,18.06,381.4,Current,14197.97,1891.95,802.03,1089.92,0
lead architect,0,OH,MORTGAGE,112000,Source Verified,0,29,0,17300,92,0,debt_consolidation,individual,10400,36,15.04,360.73,Current,9936.35,704.08,463.65,240.43,0
vice president,0,OR,MORTGAGE,167000,Verified,0,66,0,44000,93.9,0,credit_card,individual,35000,60,20,927.29,Current,33589.39,3631.38,1410.61,2220.77,0
purchasing aide,10,CA,MORTGAGE,55000,Source Verified,0,NA,0,72100,100,0,home_improvement,individual,11000,36,9.92,354.53,Fully Paid,0,11001.40756,11000,1.41,0
,NA,GA,OWN,32688,Source Verified,0,NA,0,2200,100,0,credit_card,individual,3025,36,16.02,106.38,Current,627.92,2571.38,2397.08,144.3,30
field service engineer,1,NV,MORTGAGE,80000,Not Verified,1,18,1,16600,83.3,1,debt_consolidation,individual,40000,36,10.42,1298.59,Current,35160.4,6446.64,4839.6,1607.04,0
forman,0,NY,OWN,110000,Source Verified,1,12,0,10500,91.7,0,home_improvement,individual,40000,60,10.9,867.71,Current,38986.67,1711.2,1013.33,697.87,0
sales,1,CA,MORTGAGE,60000,Not Verified,0,28,0,6400,52,0,credit_card,individual,10000,60,23.88,286.99,Fully Paid,0,10317.11927,10000,317.12,0
application specialist ii,10,KY,MORTGAGE,65000,Source Verified,0,NA,0,20000,100,0,medical,individual,30000,36,6.08,913.75,Fully Paid,0,30055.73,30000,55.73,0
teacher,10,MO,OWN,55000,Source Verified,3,8,0,46600,81,0,debt_consolidation,joint,24000,36,19.03,880.11,Current,19421.97,6375.18,4578.03,1797.15,0
nurse,4,VA,MORTGAGE,55000,Verified,0,NA,0,31200,100,0,debt_consolidation,joint,40000,36,7.34,1241.32,Current,35726.63,4833.58,4273.37,560.21,0
district partner,0,FL,RENT,110000,Not Verified,0,54,0,4900,88.9,0,credit_card,individual,10000,36,11.99,332.1,Current,8815.65,1653.84,1184.35,469.49,0
service technician ,4,MA,RENT,86000,Verified,0,30,0,18800,66.7,0,debt_consolidation,individual,35000,36,16.02,1230.85,Current,31078.69,6123.1,3921.31,2201.79,0
nurse practitioner,2,MN,MORTGAGE,99000,Source Verified,0,NA,0,25000,100,0,credit_card,joint,10000,36,5.31,301.11,Current,9226.01,897.43,773.99,123.44,0
mechanic,5,WI,RENT,40000,Verified,0,NA,1,13700,100,1,credit_card,individual,30000,60,21.85,826.02,Current,29145.66,2441.64,854.34,1587.3,0
compliance business analyst iv,0,TX,RENT,98000,Source Verified,0,NA,0,77700,100,0,small_business,individual,18000,60,7.35,359.41,Current,17247.93,1070.88,752.07,318.81,0
rn,2,MN,MORTGAGE,65000,Source Verified,0,NA,1,15600,100,1,debt_consolidation,joint,20000,60,11.98,444.69,Current,19258.64,1320.76,741.36,579.4,0
inspector,6,NY,RENT,40000,Not Verified,1,19,0,13600,100,0,credit_card,individual,5400,36,10.91,176.56,Current,4750.98,876.25,649.02,227.23,0
,NA,MD,OWN,25320,Verified,0,NA,0,2500,100,0,medical,individual,8000,36,9.44,256.04,Current,7416.11,759.73,583.89,175.84,0
security analyst,1,KS,RENT,85000,Source Verified,0,71,0,10500,90.9,0,other,individual,12000,36,21.85,457.36,Current,11270.29,1342.95,729.71,613.24,0
finance,4,IL,OWN,140000,Source Verified,0,NA,1,127000,100,1,debt_consolidation,individual,40000,60,7.34,798.49,Current,37764.29,3079.79,2235.71,844.08,0
project management director,2,MO,RENT,63000,Not Verified,0,71,1,26500,72.2,1,credit_card,individual,9000,36,11.99,298.89,Current,8151.53,1183.57,848.47,335.1,0
division president ,10,IL,MORTGAGE,520000,Verified,1,17,0,74100,84.8,0,debt_consolidation,individual,40000,60,11.99,889.58,Current,38515.53,2615.45,1484.47,1130.98,0
partner,10,TX,MORTGAGE,125000,Verified,0,NA,0,80800,100,0,debt_consolidation,individual,40000,36,5.32,1204.6,Current,35863.53,4806.58,4136.47,670.11,0
maitnence supervisor,8,MO,OWN,30000,Source Verified,0,NA,0,26500,100,0,house,individual,15000,36,6.07,456.81,Current,13851.4,1365.37,1148.6,216.77,0
architect,10,MS,MORTGAGE,80000,Verified,0,NA,0,3800,100,0,car,joint,5000,36,14.08,171.09,Current,4424.54,847.63,575.46,272.17,0
senior web developer,8,NE,OWN,106000,Not Verified,0,NA,0,90300,100,0,credit_card,individual,12000,60,7.35,239.61,Fully Paid,0,12083.3,12000,83.3,0
owner,2,CA,MORTGAGE,45000,Not Verified,0,NA,0,5000,100,0,home_improvement,joint,14000,60,12.62,315.83,Fully Paid,0,14219.72816,14000,219.73,0
roi,3,TX,OWN,28000,Not Verified,0,NA,0,20500,100,0,debt_consolidation,individual,10000,36,18.06,361.83,Current,9135.4,1427.25,864.6,562.65,0
